gene	Centro_apex_R1	Centro_apex_R2	Centro_apex_R3	NT_apex_R1	NT_apex_R2	NT_apex_R3	No_apex_R1	No_apex_R2	No_apex_R3
B4GALT2	2.46751	1.53496	2.31622	2.09994	2.1226	1.4157	1.84335	0	1.27872
B4GALT3	1.54813	1.57845	0.911421	1.28538	1.18627	1.09018	0.846244	0	1.33272
B4GALT4	0.929502	1.05364	1.1772	0.962643	1.04293	1.05129	1.06087	5.31094	0.795582
B4GALT4-AS1	0.0156706	0.0116979	0	0.00952592	0	0	0.0219502	0	0.00658448
B4GALT5	1.09046	0.86271	1.07484	1.11045	0.989973	1.10396	0.765889	1.91711	0.793671
B4GALT6	0.063264	0.0531288	0.0636269	0.0576858	0.08873	0.0263446	0	0	0.0531646
B4GALT7	0.813559	0.552098	0.793431	0.899181	0.885174	0.711789	0.690648	0	0.7044
B4GAT1	3.1207	4.32631	4.48371	4.60705	3.00129	2.47529	4.37123	0	2.99715
B4GAT1-DT	2.08849	1.98218	1.68037	2.39402	1.53991	1.09333	1.58807	18.411	1.07812
B9D1	0.275443	0.454063	0.554045	0.293015	0.643863	0.356846	0.482273	0	0.482231
B9D2	0.335286	0.269539	0	0.25085	0.231508	0.229121	0.144505	0	0.390131
BAALC	0.016853	0	0.0225996	0.0136596	0	0	0.0157376	0	0
BAALC-AS1	0.0781427	0.0596285	0.0419152	0.0760027	0.0389681	0.0501363	0.0291883	0	0.0729645
BAALC-AS2	0.0293668	0	0	0	0	0	0	0	0
BAAT	0.0504239	0.0627344	0	0.0613038	0.150872	0.0559938	0	0	0.112998
BABAM1	6.82199	5.82	5.88096	7.1091	3.28048	8.65777	2.7302	0	9.82788
BABAM2	0.234357	0.277064	0.311261	0.222213	0.296925	0.320013	0.238741	1.03793	0.336407
BACE1	0.474969	0.464592	0.461222	0.398243	0.477798	0.381936	0.550593	0	0.440436
BACE1-AS	0.490517	0.732326	3.15732	0.834897	2.64179	4.24866	1.92382	0	3.29769
BACE2	0.894949	0.853547	0.796142	0.79131	0.87833	0.752069	1.12113	1.3569	0.631969
BACE2-IT1	0.658217	0	0	0	0	2.9237	3.68792	0	2.21256
BACH1	0.866438	0.769896	0.68529	0.826519	0.868783	0.944089	0.537949	0.477806	0.68973
BACH1-IT1	1.56364	1.30118	1.23747	1.3089	1.72569	1.65097	0.287243	0	1.68023
BACH1-IT2	1.56513	0.817844	0.629645	1.52227	1.75613	1.73802	0.438464	0	1.18375
BACH1-IT3	1.04283	0.605468	0.466141	1.40872	0.52004	1.54404	1.62302	0	0.876357
BACH2	0.0666649	0.093435	0.0602058	0.0578922	0.0976978	0.110288	0.0304911	0	0.093752
BAD	0.38878	0.47949	0.272007	0.780926	0.379323	0.375413	0.378833	0	0.48297
BAG1	5.17725	6.17469	5.3865	5.7879	5.87579	4.62574	6.16828	0	5.32593
BAG1P1	0.719425	0	0	0.874654	0	0	0	0	0
BAG2	2.54196	2.37996	2.0799	2.82854	2.3204	3.25334	1.8507	0	2.7034
BAG3	1.70225	1.24941	1.30075	1.57239	1.32311	1.11939	1.43862	0	1.08687
BAG4	0.533391	0.479843	0.385144	0.465575	0.828663	0.850495	0.459773	0	0.735574
BAG5	3.12602	2.8862	1.65471	3.40046	3.50748	2.64917	3.91777	0	3.18003
BAG6	4.66921	3.23849	5.17669	4.64862	2.88763	3.79687	4.73783	0	3.33679
BAGE2	0	0	0	0.021374	0	0	0.0492513	0	0.0147741
BAHCC1	0.0461193	0.0317791	0.0285439	0.0517573	0.0477666	0.0472742	0	0	0.0357756
BAHD1	0.484961	0.882001	0.6385	0.51456	0.593607	0.509156	0.197613	0	0.592788
BAIAP2	0.962221	0.738804	0.688171	0.601631	0.781453	0.339209	0.633254	1.88499	0.503136
BAIAP2-DT	0.218567	0.26105	0.351713	0.212581	0.39238	0.291251	0.979683	0	0.367349
BAIAP2L1	0.488267	0.494039	0.688891	0.410751	0.498517	0.349476	0.466755	1.42797	0.295586
BAIAP2L2	0.0286116	0.0284775	0	0.11595	0	0.0635442	0.0534359	0	0.0961763
BAIAP3	0.0795491	0	0.256018	0	0.0714051	0	0.089141	0	0.02674
BAK1	0.357019	0.533018	0.26114	0.552431	0.291335	0.288332	0.181849	0	0.27275
BALR6	0	0	0	0	0	0.0196781	0.0496435	0	0
BAMBI	1.15913	0.415331	1.4922	0.563694	0.83237	0.102974	0.519559	0	0.0779271
BANCR	0	0.0260074	0	0	0	0	0	0	0.029278
BANF1	10.3349	7.42187	4.2103	13.3601	9.39426	6.97306	8.06276	0	6.81611
BANF1P3	0	0	0	0	0	0	0	0	1.61915
BANF2	0.00595827	0.0266865	0	0.0144877	0	0	0.0333835	0	0.0100142
BANK1	0.017444	0.0152863	0.0152557	0.011065	0.0153178	0.0143176	0.00849886	0	0.00701096
BANP	0.765654	0.759134	0.631833	0.53942	0.828247	0.540659	0.68198	1.21147	0.587332
BAP1	3.18454	2.41891	1.34855	2.64903	3.88658	2.48162	3.59983	0	2.34751
BARD1	1.14592	1.34007	1.70919	1.19311	1.36968	1.92038	1.52549	0	1.96621
BARHL1	0.0328807	0	0	0.0799507	0	0	0	0	0
BARHL2	0	0	0	0	0	0	0	0	0.0733169
BARX1	2.76455	2.01336	5.42518	2.78721	2.42099	2.39604	4.15571	41.6088	1.81324
BARX1-DT	0.567582	0.317768	0.570838	0.517536	0.318422	0.157569	0.795025	0	0.476974
BARX2	0.0131588	0.00982285	0	0.0159981	0	0.00730618	0	0	0.0110582
BASP1	3.0995	4.20078	4.20449	3.77991	4.22373	4.35015	4.01325	2.95163	4.06382
BASP1-AS1	0.387712	0.593607	0.541135	0.500227	0.523804	0.628235	0.664991	4.88267	0.728103
BATF	0.020493	0	0	0.0249147	0	0	0.05741	0	0
BATF2	0.0831295	0	0	0.0673774	0	0	0	0	0
BATF3	0.206036	0.223713	0.301408	0.364352	0	0.249595	0.104945	0	0.125923
BAX	2.62816	2.20375	2.02769	3.06392	2.58531	2.31878	3.02574	0	2.90446
BAZ1A	0.566912	0.479718	0.395204	0.54243	0.468457	0.477264	0.458678	0	0.515968
BAZ1A-AS1	0.593857	0.177322	0	0.577594	0	0.527564	1.33092	0	0.798486
BAZ1B	2.47177	2.13165	2.64344	2.35928	2.19115	2.29131	2.30531	0	2.62163
BAZ2A	1.36025	1.14745	1.76681	1.55734	1.36882	1.38181	1.02529	0	1.32251
BAZ2B	0.299203	0.363181	0.436461	0.362731	0.346175	0.596738	0.408415	0	0.545614
BAZ2B-AS1	0.225438	0.560954	0	0.548162	0.337264	0	0.842071	0	0.1263
BBC3	0.699089	0.632556	0	0.56662	0.475392	0.56459	0.474778	0	0.320447
BBIP1	0.626387	0.73347	0.592922	0.746609	0.771727	1.03655	0.550521	0	1.0115
BBLN	1.37398	1.23079	1.65824	1.83749	1.54165	1.67833	0.384914	0	1.96289
BBOF1	0.0395873	0.0709231	0.0318515	0.0288774	0.0355345	0.0439602	0.066541	0	0.0798423
BBOX1	0.0115491	0.0129319	0	0.0140411	0.0129584	0.0128249	0.0323542	0	0.0145581
BBOX1-AS1	0.0247182	0.0347326	0.0350964	0.00707095	0.0195773	0.0322924	0.0733199	0	0.056207
BBS1	0.897996	1.34068	0	0	0	0	0	0	1.50928
BBS10	1.53083	2.09502	1.53961	1.39585	1.71763	1.41661	0.714756	0	1.39365
BBS12	0.28757	0.122667	0.165268	0.099891	0.092189	0.182477	0.230175	0	0.172616
BBS2	0.117683	0.0954871	0.205839	0.130633	0.068892	0.0795455	0.14334	0	0.116095
BBS4	0.221164	0.208163	0.193419	0.163668	0.366833	0.234915	0.215505	0	0.282826
BBS5	0.115604	0.172593	0	0	0	0.513495	0	0	0
BBS7	0.305045	0.227711	0.219139	0.291393	0.293374	0.362936	0.183121	0	0.411988
BBS7-DT	0.110962	0	0	0	0	0	0	0	0
BBS9	0.0799602	0.110535	0.103254	0.0912123	0.104855	0.143968	0.127212	0	0.157619
BBX	0.85788	1.13891	1.00309	0.970907	1.09952	1.24502	0.952528	1.61398	0.977356
BCAM	0.264651	0.395116	0.655186	0.148502	0.274104	0.316491	0.456249	0	0.307942
BCAN	0.0415762	0	0	0	0	0	0	0	0
BCAN-AS1	0.546267	0.699051	1.25577	0.759011	0.350244	0.51995	0.874478	0	0.786962
BCAN-AS2	1.6012	1.48465	1.89856	1.06556	1.58856	1.27272	1.41653	0	1.30309
BCAP29	0.142566	0	0.382357	0	0	0.211085	0	0	0.159742
BCAP31	1.83822	1.3722	1.9328	1.2444	1.26564	1.11342	1.58001	0	0.965479
BCAR1	1.36287	1.42952	1.40583	1.24058	0.878297	0.745065	1.33141	0	0.881001
BCAR3	0.991096	0.510323	0.517441	0.685479	0.699842	0.538058	0.227056	0.543636	0.226543
BCAR3-AS1	0	0.0402779	0	0.0327995	0	0.0299585	0	0	0.0226716
BCAR4	0	0	0.22436	0	0	0	0	0	0
BCAS1	0.0150405	0.0084206	0.0151267	0.0228571	0.00843791	0.00417546	0.0210675	0	0
BCAS2	1.66161	1.01363	0.862524	1.6943	1.68395	1.94435	1.30137	0	1.17113
BCAS2P1	0.0937505	0	0	0	0	0	0	0	0
BCAS2P3	0.327821	0	0	0	0	0	0	0	0
BCAS3	0.214205	0.262807	0.233209	0.240656	0.263348	0.281044	0.25152	0.218123	0.303581
BCAS4	0.30863	0.187047	0.270448	0.215475	0.260576	0.196811	0.273936	0	0.190027
BCAT1	0.835249	0.739563	0.610939	0.90557	0.90066	0.979709	0.36466	0	0.732296
BCAT2	0.850307	0.916847	0.760164	0.918912	0.706717	0.804346	1.23516	0	1.08508
BCCIP	1.38437	1.08322	0.939393	1.0139	1.31002	1.00017	1.07469	5.14624	0.967141
BCDIN3D	0.605105	0.478272	0.572778	0.173098	0.95851	0.711472	0.797726	0	0.658067
BCDIN3D-AS1	0.0950189	0.0851161	0	0.0462084	0.0852911	0.0844118	0	0	0.03194
BCHE	0.0155789	0.00581468	0	0	0	0.0432493	0	0	0.0392756
BCKDHA	1.29608	0	0	6.30292	0	0	0	0	0
BCKDHB	0.324236	0.380679	0.447458	0.372508	0.480359	0.54532	0.34687	0.64751	0.539659
BCKDK	2.36958	1.51616	1.51313	1.28038	1.01285	1.58715	1.6859	0	1.83326
BCL10	1.1348	1.0027	0.745344	0.675748	1.14335	1.74878	1.03807	0	1.05095
BCL10-AS1	0.0336741	0.0306018	0.0235599	0.02492	0.0394261	0.0260131	0.0328126	0	0.0319895
BCL11A	0.00725667	0.0144453	0.0583864	0.0176449	0.0217125	0.0107443	0.0406583	0	0.00813096
BCL11B	0.0342057	0.00364772	0.0196583	0.0118818	0.0109657	0.0054263	0.0273787	0	0.0246387
BCL2	0.546173	1.08468	1.04973	0.690456	1.10222	1.13631	1.06066	2.36792	1.40597
BCL2A1	0	0	0	0	0	0	0.136709	0	0
BCL2L1	1.16137	0.725081	0.645604	0.749621	1.1562	0.609656	0.638872	0	0.567837
BCL2L1-AS1	0.0246428	0	0.0660912	0.0399466	0	0.0182433	0	0	0
BCL2L10	0.0715738	0.106857	0	0	0	0.15896	0	0	0.120296
BCL2L11	0.850633	0.979252	0.948279	0.747595	0.988932	1.1153	0.775193	0	1.1713
BCL2L12	2.00578	1.71118	2.30547	2.36889	1.80043	1.78187	2.08709	0	1.68558
BCL2L12P1	0.343027	0	0	0	0	0	0	0	0
BCL2L13	0.39934	0.393788	0.614843	0.389603	0.420412	0.399654	0.359098	0	0.459882
BCL2L14	0.012547	0.00936614	0	0.0152543	0	0.0104497	0.0351497	0	0.00790801
BCL2L15	0.0467098	0.104604	0	0	0.104819	0	0	0	0
BCL2L2	1.21357	1.05975	0.736928	0.723794	0.924904	0.559392	0.769757	0	0.84666
BCL2L2-PABPN1	2.97828	2.91042	3.19505	3.3795	2.9164	2.04449	3.13513	0	2.88204
BCL3	2.1508	2.44653	3.46102	1.94248	1.83867	2.45662	2.29537	0	2.6165
BCL6	0.815466	0.758939	0.681678	0.721031	0.808031	0.77618	1.06807	6.53521	0.729785
BCL6B	0.0347243	0	0	0	0	0	0	0	0.116724
BCL7A	0.141579	0.123301	0.189855	0.0717198	0	0.104812	0.0330522	0	0.0198296
BCL7B	1.27281	0.914942	1.61199	1.26088	1.16366	1.15166	0.990474	0	1.0102
BCL7C	0.158318	0.118182	0.167607	0.141826	0.14959	0.0832768	0.186745	0	0.161054
BCL9	0.197739	0.190756	0.269244	0.318074	0.204802	0.202691	0.187492	0	0.148277
BCL9L	1.96118	1.60453	2.33536	1.69765	1.47873	1.48091	2.46137	0	1.0416
BCLAF1	4.1547	3.16356	3.89692	3.45944	3.63425	4.48758	3.60411	0	4.03202
BCLAF1P1	0	0	0	0	0.41006	0.202916	0	0	0.153561
BCLAF1P2	0.0963737	0	0	0	0	0	0	0	0
BCLAF3	0.148095	0.12497	0.181323	0.164392	0.173391	0.235955	0.126267	0	0.243495
BCO1	0.0143805	0.0143131	0	0.0233112	0.0215138	0	0.053715	0	0
BCO2	0.0314161	0.0234516	0	0	0.0352498	0.0697727	0.132016	0	0.0396013
BCOR	1.03324	0.80957	0.967777	0.89659	0.938082	0.678791	1.14899	0	0.646251
BCORL1	0.323426	0.404825	0.499421	0.365408	0.395883	0.435335	0.457605	0	0.351411
BCORP1	0.00464505	0.00346746	0	0.00564731	0	0	0	0	0.00390352
BCR	0.988426	0.766806	0.847304	0.808619	0.96186	0.681133	0.755658	0	0.726611
BCRP4	0.041294	0	0	0	0	0	0	0	0
BCRP8	0	0	0	0	0	2.18991	0	0	0
BCS1L	2.47141	2.80741	4.32276	2.48211	2.17017	2.26711	1.80613	0	1.80598
BCYRN1	1.25719	1.87695	20.2305	3.05691	0	0	0	0	0
BDH1	0.253255	0.189051	0.22287	0.230925	0.24864	0.219711	0.088685	0	0.179572
BDH2	0.225718	0.117947	0.181611	0.109768	0.151957	0.125326	0.50587	0	0.227622
BDKRB1	0	0	0	0.114256	0	0	0.263275	0	0
BDKRB2	0	0	0	0	0	0	0	0	0.127654
BDNF	1.10007	0.627714	0.417067	0.588191	0.646238	0.690742	0.290431	0	0.551771
BDNF-AS	0.0355389	0.0353723	0.0105904	0.0288047	0.09452	0.0380029	0.0663735	0	0.0420329
BDP1	0.975091	0.866774	0.793565	0.926586	0.985929	1.06538	0.678206	0	1.09257
BDP1P	0	0	0	0.307228	0	0	0	0	0
BEAN1	0.0113885	0.0113351	0	0.00923051	0.0170376	0	0	0	0
BEAN1-AS1	0.261371	0.390218	0	0	0	0	0	0	0.439292
BECN1	1.08599	0.972807	0.786397	1.34672	1.55969	1.10947	1.15609	0	1.04039
BEGAIN	2.47082	2.30741	2.01214	1.87291	2.17746	1.49962	2.21388	3.08645	1.30299
BEND2	0.00433845	0.0129543	0	0	0	0.00963535	0	0	0
BEND3	0.354674	0.208824	0.32154	0.267223	0.13452	0.27736	0.363853	0	0.226689
BEND3P2	0.111552	0	0	0.271244	0	0	0	0	0
BEND4	0.0299147	0.0357293	0	0.0436432	0.0805563	0.0132876	0.0670435	0	0.0502782
BEND5	0	0	0	0	0	0	0	0	0.249615
BEND6	0.0768713	0.0678165	0.0843406	0.0424808	0.0627285	0.100883	0.0783093	2.15618	0.0880903
BEND7	0.00556139	0.00415149	0	0.0135227	0	0	0.0155799	0	0
BEND7-DT	0.431778	0.214877	0	0	0	0.319649	0	0	0
BEST1	0.0488136	0.0485848	0	0	0	0.0361371	0	0	0.0273474
BEST2	0	0.0555557	0	0	0	0	0	0	0
BEST3	0.202177	0.0686008	0	0.167591	0.0618676	0.12246	0.128724	0	0.0617823
BEST4	0.0548275	0.0818557	0	0.133315	0	0	0	0	0
BET1	0.289975	0.36077	0.291639	0.367232	0.271134	0.375674	0.270783	0	0.4366
BET1-AS1	0.0120675	0.00900821	0.048547	0	0	0.0134005	0	0	0.0101411
BET1L	0.260223	0.189514	0.102133	0.200625	0.227885	0.112768	0.320049	3.91658	0.24535
BEX2	0.453861	0	0	0	0.678993	0.335996	0	0	0
BEX3	16.3364	16.1184	10.2867	20.7248	26.1401	15.4593	17.5103	0	18.3842
BEX4	0	0	0	0	0	0	0.658618	0	0
BFAR	1.19323	1.16002	1.17217	1.33261	0.871802	0.986074	1.20495	0	0.932786
BFSP1	0.080498	0.065098	0.107946	0.0407779	0.105375	0.111737	0.0563777	0	0.0845592
BFSP2	0.0101553	0.00505385	0.0272362	0.016462	0	0.0225542	0.0189664	0	0.0113788
BFSP2-AS1	0.0094854	0	0	0	0	0	0	0	0
BGLAP	0	0	0	0	0	0	0	0	2.21256
BGN	0.0690434	0.154619	0.416637	0.293793	0.0774687	0.07667	0.0967107	0	0.232086
BHLHA15	2.94044	0.280212	0	1.06486	0.842363	0.41684	0.701062	0	0.2103
BHLHA9	0	0	0	0.445614	0	0	0	0	0
BHLHE22	0.30823	0.460178	0	0	0	0	0.431745	0	0
BHLHE22-AS1	0	0	0	0.0802761	0	0.0733228	0	0	0
BHLHE23	0	0.338494	0	0	0	0	0	0	0
BHLHE40	11.5319	6.95049	7.21659	9.13907	5.94243	6.54517	5.7433	0	5.95816
BHLHE40-AS1	0.075183	0.0628576	0.120983	0.0731241	0.121475	0.0667902	0.0336993	0	0.065708
BHLHE41	0.100415	0.149916	0	0	0.225337	0	0	0	0.0843847
BHMT	0	0.0183296	0	0	0	0	0	0	0.0206347
BHMT2	0.0123843	0.0184894	0	0	0	0.0275046	0	0	0
BICC1	0.34331	0.256275	0.280042	0.296209	0.319524	0.35488	0.199444	0.488136	0.279198
BICD1	0.518309	0.439826	0.414804	0.443227	0.541272	0.554094	0.422967	0	0.513706
BICD1-AS1	0.0736925	0	0	0	0	0.163665	0	0	0
BICD2	0.926361	0.821392	0.340511	0.651733	0.844185	0.626612	0.922134	0	0.695493
BICDL1	0.0432063	0.0680892	0.0772518	0.0175096	0.0323191	0.0373169	0.0403467	0	0.0564804
BICDL2	0	0.0405258	0	0.0660027	0	0	0.152087	0	0
BICRA	2.07801	1.25416	4.26879	1.72009	1.58746	1.5711	4.21124	0	1.93205
BICRA-AS1	0	0	0.189123	0.0571546	0	0	0	0	0
BICRAL	0.446631	0.487756	0.499104	0.351945	0.454732	0.486782	0.405485	0	0.590799
BID	0.48362	0.472096	0.448979	0.497513	0.612204	0.454419	0.277915	0	0.375152
BIK	0.0662972	0.0791837	0	0.0967225	0	0	0	0	0
BIN1	0.801896	0.747461	0.477924	0.618997	0.514143	0.405189	0.832025	0	0.456386
BIN2	0.00576285	0.00860375	0	0.0140126	0	0	0	0	0
BIN3	0.7688	0.654782	0.456661	0.63985	0.764196	0.630265	0.520369	3.18399	0.520324
BIRC2	0.647379	0.477292	0.643055	0.544143	0.179353	0.49701	0.358241	0	0.483584
BIRC3	0.503932	0.205187	0.0921495	0.33418	0.514023	0.330671	0.12834	0	0.0962464
BIRC5	3.09605	3.24545	3.18006	4.59165	3.15357	3.31613	4.0599	13.5498	3.28454
BIRC6	1.01918	0.913552	1.0817	0.947042	1.0648	1.13944	0.841875	0	1.05668
BIRC6-AS1	0	0	0	0	0	0	0.715482	0	0
BIRC6-AS2	0.0143303	0	0	0	0	0	0	0	0.0240852
BIRC7	0.110547	0.165043	0	0	0	0	0	0	0.0928993
BIRC8	0.137699	0	0	0	0	0	0	0	0
BISPR	0.357056	0.355382	0.766089	0.463037	0.427335	0.581529	0.400109	0	0.32006
BIVM	3.01554	2.35825	1.15537	4.18995	2.57792	3.18918	4.82736	0	2.17212
BIVM-ERCC5	0.677052	0.70908	1.13828	0.728948	0.786128	0.912681	0.887025	0	0.860528
BLACAT1	0.0377026	0	0	0.0458377	0	0	0	0	0.0316838
BLACE	0	0	0	0	0	0	0.128656	0	0.0385935
BLCAP	0.667327	0.899882	0.461871	0.907278	1.15937	0.589646	1.0051	0	0.747728
BLID	1.14812	2.57117	0	0.697926	5.1529	1.27495	0	0	0.964837
BLK	0.0258862	0.0241545	0	0.0078679	0.029045	0	0.0181297	0	0.00543843
BLM	0.575032	0.698959	0.491325	0.556809	0.548136	0.791124	0.498957	1.5701	0.82107
BLMH	0.977087	0.806608	0.739909	1.02021	0.928646	0.765894	0.805075	3.54674	0.724505
BLNK	0.00610163	0	0	0.0222545	0.0136924	0	0.0341867	0	0
BLOC1S1	4.09319	2.328	7.84128	2.3697	2.62439	2.59733	3.27624	0	1.31038
BLOC1S2	0.712983	0.67229	0.754813	1.00369	1.01051	0.708398	0.420501	0	0.851441
BLOC1S3	1.26821	0.398609	1.61114	1.4607	0.898715	0.88945	0.747961	0	0.224369
BLOC1S4	1.85502	1.25885	2.71368	1.6402	0.756865	0	2.83458	0	0.566866
BLOC1S5	0.769599	1.47727	1.76917	2.40597	0.98687	0.976696	1.23199	0	0.923915
BLOC1S5-TXNDC5	0.46011	0.415108	0.545079	0.442705	0.449745	0.46705	0.529823	0	0.405636
BLOC1S6	4.93017	4.78882	7.64678	5.19957	5.33185	6.5961	3.3281	0	5.79039
BLTP1	0.352523	0.363275	0.515702	0.401168	0.431499	0.511406	0.525375	0.732445	0.486761
BLTP2	3.16235	2.80856	2.87059	3.47007	3.2753	3.00742	2.58959	5.00368	3.28441
BLTP3A	0.374209	0.246348	0.568979	0.401217	0.30416	0.320656	0.34669	1.81826	0.30209
BLTP3B	0.392769	0.289864	0.395022	0.325579	0.390618	0.351897	0.200058	1.37711	0.330067
BLVRA	0.187202	0.232906	0.125518	0.265527	0.186708	0.138587	0.320489	0	0.139838
BLVRB	0.433034	0.4171	0.337175	0.611383	0.501549	0.279213	0.469595	0	0.446076
BLZF1	0.915251	0.80147	0.920502	0.791753	0.710957	1.13362	0.641006	0	1.07976
BLZF2P	0.480074	0.358368	0	0.583659	1.07731	0.799656	0	0	0.605153
BMAL1	0.310027	0.258657	0.165074	0.315949	0.35809	0.248079	0.383172	0	0.306511
BMAL2	0.299157	0.158351	0.153172	0.158708	0.183089	0.241602	0.152377	0	0.196549
BMAL2-AS1	0.00442386	0.00660468	0	0	0	0.00982505	0	0	0
BMERB1	0.612956	0.366847	0.408296	0.457843	0.437525	0.344039	0.216983	0	0.204246
BMF	0.143659	0.125112	0.192644	0.145547	0.0537298	0.186115	0.335377	0	0.201209
BMI1	5.44454	5.46828	3.18591	4.57334	2.66572	2.41838	4.43712	0	3.49393
BMI1P1	0.267204	0.398927	0	0	0	0	0	0	0
BMP1	0.779856	0.887883	1.08339	0.941303	0.881315	0.909611	1.25739	0	0.669504
BMP10	0	0	0	0	0	0.0532392	0	0	0
BMP2	1.74152	1.55404	0.80529	1.60621	2.33585	1.28926	1.68233	0	2.1532
BMP2K	0.592345	0.465024	0.507016	0.586631	0.541399	0.575804	0.342981	1.11102	0.514427
BMP2K-DT	0.758652	0.485418	0.872005	0.527054	1.45925	0.240701	1.21447	0	0.182155
BMP3	0	0.0139447	0	0	0	0	0	0	0
BMP4	0.0835715	0.0831797	0	0	0	0	0	0	0
BMP5	0.0103101	0.00615707	0	0.00501388	0	0.00457959	0.0346598	0	0
BMP6	2.58661	2.19016	2.09286	2.26671	2.50162	2.13496	1.86474	2.99092	2.35697
BMP7	0.0102745	0.0115046	0.0206668	0.00624568	0	0.0114094	0	0	0.0172685
BMP8A	0.0137028	0.0409156	0	0.0166594	0.0307498	0.0152164	0	0	0
BMP8B	0.0421058	0.0628626	0.135511	0.0819054	0.0755902	0.0748109	0.188731	0	0.0424609
BMPER	0.204446	0.41988	0.401208	0.298271	0.416267	0.361032	0.441432	0.615417	0.41234
BMPR1A	0.42273	0.415774	0.413665	0.329895	0.493544	0.54872	0.424092	0.881285	0.494464
BMPR1AP1	0	0	0	0	0	0	0	0	0.264455
BMPR1B	0.250501	0.160281	0.21721	0.225933	0.245143	0.192419	0.182916	0	0.189935
BMPR1B-DT	0.035884	0.0267868	0	0.0436266	0	0.0398477	0.100527	0	0.0301555
BMPR2	0.490281	0.458467	0.583229	0.525565	0.538278	0.500531	0.413525	0.813292	0.471821
BMS1	1.48039	1.21667	0.814761	1.31321	1.21196	1.22088	1.26983	0	1.06981
BMS1P1	0.428414	0.475987	0.40081	0.339159	0.447155	0.265527	0.390755	0	0.301414
BMS1P14	0.00412987	0	0	0	0	0	0	0	0
BMS1P20	6.28597	0	50.5763	0	0	0	0	0	10.565
BMS1P4	0.547797	0	0	0	2.45858	1.21661	3.06925	0	1.84139
BMS1P4-AGAP5	0.302827	0.364605	0.432284	0.39192	0.328819	0.412211	0.246296	0	0.418667
BMT2	0.131208	0.149249	0.0502709	0.136731	0.214987	0.231273	0.11669	0	0.157518
BMX	0.00544924	0	0	0.01325	0	0.00605117	0	0	0.00457933
BNC1	0.0524177	0	0	0	0	0	0.0489484	0	0
BNC2	0.471719	0.438026	0.469489	0.485321	0.51888	0.51232	0.443045	0.336521	0.497695
BNC2-AS1	1.41456	0.527975	0	0	0	0.78541	0	0	0.594372
BNIP1	0.289938	0.338766	0.101426	0.398475	0.509194	0.391957	0.21189	0	0.402556
BNIP2	1.8946	1.63235	2.41751	1.84677	1.76057	1.87217	1.21584	10.3007	1.94985
BNIP3	1.17939	1.3403	0.566522	1.07005	1.58007	0.938269	0.88764	0	1.00591
BNIP3L	0.234258	0.270969	0.271685	0.25658	0.312571	0.332784	0.248315	0	0.344064
BNIP3P1	0	0.710518	0	0	0	0.704639	0.888823	0	0.533248
BNIP3P15	0	0	0	0	0	1.85524	0	0	0
BNIP3P23	0	0.734619	0	0	0	0	0	0	0
BNIP3P37	0.558133	0	0	0	0	0	0	0	0
BNIP5	0.047603	0	0	0.0289371	0	0	0	0	0
BNIPL	0.0661681	0.131716	0	0.21452	0.09899	0	0.123578	0	0.14828
BOC	0.0920817	0.0932866	0.02646	0.151932	0.0737987	0.0949493	0.0921292	0	0.0497455
BOD1	2.64255	2.20934	2.5514	3.01997	2.37201	2.28887	2.96119	0	1.99863
BOD1L1	1.55157	1.71187	2.29783	1.6065	2.00873	1.97856	2.31661	0	2.25671
BOD1L2	0.0756435	0	0	0	0	0	0	0	0
BOK	0.310036	0.41328	0.0890898	0.134618	0.149087	0.122958	0.124078	0	0.241932
BOK-AS1	0.0517542	0.0257558	0.138803	0.0838947	0	0	0.193315	0	0.0869843
BOLA1	0.584334	0.610674	0.470149	0.663054	0.174837	0.346069	0.436528	0	0.523788
BOLA2-SMG1P6	0.268345	0.80126	0	0	0	0.595972	1.5035	0	0.451013
BOLA2P2	0	0.662064	0	0	0	0	0	0	0
BOLA3	0.743486	0.3	0.323352	0.537458	0.721481	0.58016	0.337757	0	0.540364
BOLA3-DT	0.0637199	0.285395	0.512684	0.154937	0.285982	0	0.357016	0	0.428382
BOLA3P2	0	0	0	0.953796	0	0	0	0	0
BOLL	0.00419877	0.0188059	0	0	0	0.0186503	0.0235252	0	0.00705696
BOP1	2.40903	1.8431	2.00036	2.20964	2.1547	1.44705	1.92135	0	1.16712
BORA	0.72471	0.831268	0.782199	0.8381	0.753646	1.05993	0.544697	0	1.03979
BORCS5	0.158587	0.128247	0.19494	0.155315	0.128511	0.171212	0.197454	0	0.162885
BORCS6	1.23254	0.613383	3.30564	1.33199	1.22929	0.608307	0	0	0.690521
BORCS7	0.738802	1.28684	1.98144	0.598808	0.552638	0.820411	2.06971	0	0.62086
BORCS7-ASMT	0.107965	0.144221	0.137159	0.110535	0.0765093	0.0757205	0.0318376	0	0.143257
BORCS8	3.99109	2.34732	1.94618	1.47038	3.25681	1.88022	4.74338	0	2.43924
BORCS8-MEF2B	0.457686	0.632694	0.31824	0.467135	0.583276	0.514517	0.569858	0	0.493834
BORCS8P1	0.761936	0	0	0	0	0	0	0	0
BPGM	0.548494	0.375322	0.0612934	0.481608	0.307713	0.372216	0.298779	0	0.332896
BPHL	0.107132	0.117293	0.0574649	0.156297	0.0641094	0.0951728	0.160066	0	0.108035
BPI	0	0	0	0	0	0.0167414	0	0	0
