gene	Centro_apex_R1	Centro_apex_R2	Centro_apex_R3	NT_apex_R1	NT_apex_R2	NT_apex_R3	No_apex_R1	No_apex_R2	No_apex_R3
RNA5SP262	3.99109	0	0	0	0	0	0	0	0
RNA5SP263	0	2.93274	0	0	0	0	0	0	0
RNA5SP265	2.26522	0	0	0	0	0	0	0	0
RNA5SP266	4.65628	0	0	0	0	0	0	0	7.8259
RNA5SP267	17.9599	8.93786	0	0	8.95624	4.43195	11.1808	0	16.7698
RNA5SP268	0	0	0	4.93051	0	0	0	0	0
RNA5SP273	17.801	3.32204	35.8062	5.41047	0	0	0	0	14.9592
RNA5SP278	2.46509	0	0	0	0	0	0	0	0
RNA5SP279	38.6829	6.41693	0	10.451	9.64518	4.77287	60.2044	0	21.6717
RNA5SP280	13.1186	0	0	0	0	9.71176	0	0	3.67477
RNA5SP286	21.3486	35.4142	0	28.8388	21.2922	5.26817	26.5808	0	19.9339
RNA5SP288	10.8146	0	0	6.57401	0	0	0	0	0
RNA5SP289	7.34128	0	0	8.9253	8.23712	8.15221	0	0	0
RNA5SP29	4.74413	0	0	11.5355	0	0	0	0	0
RNA5SP290	9.89917	0	0	9.62808	0	0	0	0	0
RNA5SP295	2.07801	0	0	5.05275	0	4.61509	0	0	0
RNA5SP296	2.26522	3.38189	0	0	0	0	0	0	0
RNA5SP298	24.9174	10.1457	0	16.5239	20.3331	15.0926	12.6917	0	15.2288
RNA5SP30	0	0	0	0	0	4.85588	0	0	0
RNA5SP301	0	0	0	5.05275	9.32633	0	0	0	6.9851
RNA5SP302	30.1727	7.5078	0	6.11383	11.2849	0	0	0	0
RNA5SP303	1.93415	0	0	4.70295	0	0	0	0	0
RNA5SP304	4.83536	3.60952	0	0	0	5.36948	0	0	4.06345
RNA5SP307	2.16758	0	0	0	0	0	0	0	0
RNA5SP318	0	0	21.9897	0	0	0	0	0	0
RNA5SP319	4.22586	0	0	5.13767	0	0	0	0	10.6537
RNA5SP322	0	3.15454	0	5.13767	0	0	0	0	7.1025
RNA5SP324	2.32814	0	0	0	0	0	0	0	0
RNA5SP325	5.80244	8.66285	0	4.70295	0	4.29559	0	0	6.50152
RNA5SP326	9.14323	0	0	5.55803	10.259	0	0	0	3.84181
RNA5SP328	0	0	0	0	0	0	0	0	3.87705
RNA5SP329	2.11293	6.30908	0	0	9.48308	4.69266	0	0	7.1025
RNA5SP33	7.69711	3.83051	0	0	0	0	0	0	0
RNA5SP331	2.3499	0	0	0	0	0	0	0	0
RNA5SP332	0	0	0	5.31637	0	0	0	0	0
RNA5SP335	0	3.41264	0	0	10.259	5.0766	25.6143	0	0
RNA5SP336	17.1924	12.8339	17.291	15.6765	0	14.3186	84.2862	0	7.22391
RNA5SP338	5.91621	22.0818	23.8006	14.3855	13.2763	0	0	0	4.97175
RNA5SP340	0	7.01664	0	5.71386	0	0	0	0	7.89904
RNA5SP343	2.3499	0	0	0	0	0	0	0	0
RNA5SP345	0	3.47583	0	0	10.4489	5.17061	0	0	0
RNA5SP349	0	0	0	5.60902	0	0	0	0	0
RNA5SP351	55.3627	30.9955	18.5601	22.4361	20.7062	5.12318	25.8492	0	7.7541
RNA5SP352	110.708	39.2199	30.1948	77.5635	33.6862	20.8368	63.0799	0	44.1521
RNA5SP353	25.5701	3.18127	0	0	0	0	0	0	0
RNA5SP354	7.39526	0	0	0	0	0	0	0	0
RNA5SP355	31.6627	5.56134	0	13.5863	25.0775	24.8189	10.4354	0	12.5214
RNA5SP356	0	0	0	0	12.0052	0	0	0	0
RNA5SP357	27.4681	31.5454	34.0009	20.5507	28.4492	28.1559	35.5156	0	21.3075
RNA5SP358	350.295	182.882	778.096	10.451	135.033	567.972	517.758	1326.15	10.8359
RNA5SP359	84.5547	46.5085	71.6124	75.7466	9.9866	29.6509	74.8027	0	37.3981
RNA5SP36	18.9052	45.1597	45.6327	27.5812	59.394	8.39739	31.7771	0	12.7097
RNA5SP366	8.17688	3.05195	0	0	0	4.54005	0	0	3.43576
RNA5SP368	4.33515	9.70837	0	0	0	0	0	0	0
RNA5SP369	4.65628	6.95167	0	0	0	0	0	0	0
RNA5SP37	5.80244	0	0	0	0	0	0	0	0
RNA5SP370	130.914	34.1264	0	80.844	37.3053	46.1509	58.2142	0	104.777
RNA5SP374	2.01151	0	0	4.89106	0	0	0	0	0
RNA5SP375	2.11293	0	0	5.13767	0	0	0	0	0
RNA5SP377	2.24499	0	0	0	0	0	0	0	0
RNA5SP378	2.09532	3.12825	0	0	0	0	0	0	0
RNA5SP379	2.22512	3.32204	0	0	0	0	0	0	0
RNA5SP38	2.11293	0	0	0	0	0	0	0	0
RNA5SP382	11.225	3.3517	0	0	0	4.98595	0	0	3.7732
RNA5SP383	23.0486	53.1803	33.7175	40.7589	75.2324	9.3071	23.4797	0	21.1299
RNA5SP386	7.04969	0	18.907	5.71386	0	0	0	0	0
RNA5SP387	811.246	315.186	19.0854	565.241	95.8149	15.8045	132.904	0	7.97356
RNA5SP388	46.4845	9.46362	0	25.6884	18.9662	4.69266	0	0	17.7562
RNA5SP389	17.4914	6.52852	0	5.31637	0	9.71176	0	0	3.67477
RNA5SP395	0	3.18127	0	0	9.56344	0	0	0	3.58135
RNA5SP397	0	0	17.1445	0	0	0	0	0	0
RNA5SP399	21.4905	0	34.5821	15.6765	0	14.3186	24.0818	0	10.8359
RNA5SP400	2.26522	0	0	0	0	0	0	0	0
RNA5SP401	0	0	0	0	0	4.39706	0	0	0
RNA5SP403	6.98441	6.95167	0	0	10.4489	0	0	0	0
RNA5SP405	2.2056	0	0	0	0	0	0	0	0
RNA5SP42	10.9321	6.52852	17.5917	5.31637	0	9.71176	0	0	11.0243
RNA5SP425	13.4699	0	36.1259	16.3763	20.1515	29.9157	0	0	3.7732
RNA5SP426	6.23402	12.4096	33.4389	10.1055	0	0	11.6428	0	3.49255
RNA5SP427	0	0	0	0	0	4.69266	0	0	0
RNA5SP428	1.90484	0	0	0	0	0	0	0	0
RNA5SP429	2.30678	3.44395	0	5.60902	0	0	0	0	0
RNA5SP430	0	0	0	0	0	0	12.8071	0	0
RNA5SP432	2.16758	0	0	10.5411	0	4.81402	0	0	0
RNA5SP433	4.41121	0	17.7461	0	0	0	0	0	0
RNA5SP435	0	0	0	5.66095	0	0	0	0	3.91295
RNA5SP436	0	0	0	5.31637	0	0	0	0	0
RNA5SP437	0	0	0	0	0	4.32889	0	0	0
RNA5SP440	8.45173	3.15454	0	15.413	9.48308	9.38531	11.8385	0	7.1025
RNA5SP441	0	4.2658	0	6.94753	0	0	0	0	0
RNA5SP442	84.5963	7.01664	37.814	11.4277	10.5466	31.3136	39.4986	0	39.4952
RNA5SP444	0	3.54142	0	0	0	0	0	0	0
RNA5SP445	2.18643	0	0	5.31637	9.81292	0	0	0	0
RNA5SP447	0	0	0	0	9.48308	0	0	0	0
RNA5SP448	2.26522	3.38189	0	0	0	0	0	0	0
RNA5SP45	2.73303	0	0	0	0	0	0	0	0
RNA5SP450	14.7905	14.7212	19.8338	29.9698	11.0636	27.3738	27.6232	0	16.5725
RNA5SP452	21.1293	3.15454	0	10.2753	0	28.1559	11.8385	0	21.3075
RNA5SP453	6.3388	0	0	0	0	4.69266	0	0	0
RNA5SP456	0	0	0	5.36301	0	0	0	0	3.70701
RNA5SP46	4.19065	0	0	0	0	0	0	0	0
RNA5SP466	0	3.47583	0	0	0	0	0	0	0
RNA5SP469	13.8407	30.9955	18.5601	28.0451	0	20.4927	12.9246	0	27.1394
RNA5SP472	4.22586	3.15454	0	15.413	0	4.69266	0	0	3.55125
RNA5SP473	60.3453	24.025	32.3688	34.2374	45.1394	17.8696	22.5405	0	20.2847
RNA5SP474	2.79377	0	0	0	0	0	0	0	0
RNA5SP477	0	6.30908	0	5.13767	0	0	11.8385	0	0
RNA5SP48	139.688	53.6272	32.1119	111.602	8.95624	62.0474	156.532	0	73.7871
RNA5SP481	8.2439	3.07697	0	5.01134	0	0	11.5474	0	0
RNA5SP482	4.26168	0	0	0	0	0	0	0	0
RNA5SP483	2.13084	0	0	0	0	0	0	0	0
RNA5SP485	46.4845	3.15454	0	5.13767	0	4.69266	0	0	3.55125
RNA5SP486	12.1175	0	0	0	13.5962	0	0	0	5.09155
RNA5SP488	2.16758	0	0	0	0	0	0	0	0
RNA5SP490	0	0	0	4.49546	0	8.21215	0	0	0
RNA5SP493	0	4.12517	0	0	0	0	0	0	0
RNA5SP495	0	0	0	0	0	5.0766	0	0	0
RNA5SP496	0	3.44395	0	0	0	0	0	0	0
RNA5SP497	0	0	0	0	0	5.75697	0	0	0
RNA5SP499	2.11293	3.15454	0	5.13767	0	0	0	0	0
RNA5SP50	2.3499	0	0	0	0	0	0	0	0
RNA5SP500	14.7905	6.30908	17.0004	20.5507	0	9.38531	47.3541	0	17.7562
RNA5SP501	0	0	0	0	0	0	12.5784	0	0
RNA5SP502	4.22586	0	0	0	0	0	0	0	0
RNA5SP505	4.65628	6.95167	0	0	0	0	0	0	0
RNA5SP507	0	0	0	0	0	0	0	0	3.49255
RNA5SP509	8.45173	3.15454	0	5.13767	0	4.69266	11.8385	0	21.3075
RNA5SP513	2.13084	12.7251	0	0	0	0	0	0	0
RNA5SP514	6.79565	0	0	16.5239	0	0	0	0	15.2288
RNA5SP515	2.13084	3.18127	0	0	9.56344	4.73243	0	0	0
RNA5SP518	2.11293	6.30908	17.0004	5.13767	0	0	0	0	0
RNA5SP519	6.3388	0	0	10.2753	0	0	11.8385	0	10.6537
RNA5SP52	7.50564	0	0	0	0	0	0	0	3.15372
RNA5SP528	8.45173	12.6182	0	15.413	18.9662	9.38531	23.677	0	3.55125
RNA5SP53	0	9.38475	0	0	0	4.65355	0	0	0
RNA5SP530	2.13084	0	0	0	0	0	0	0	10.744
RNA5SP532	10.5647	6.30908	0	0	9.48308	14.078	0	0	0
RNA5SP535	2.3499	0	0	0	10.5466	0	0	0	0
RNA5SP55	2.01151	0	0	0	0	0	0	0	0
RNA5SP56	0	3.18127	0	0	0	0	0	0	0
RNA5SP57	2.04422	3.05195	0	4.97059	0	4.54005	11.4535	0	3.43576
RNA5SP60	0	0	0	0	12.9711	0	0	0	0
RNA5SP62	11.429	6.82528	0	0	0	5.0766	0	0	11.5254
RNA5SP65	14.7905	31.5454	0	25.6884	28.4492	23.4633	11.8385	0	10.6537
RNA5SP67	3.83876	11.4623	0	0	0	17.0512	10.7541	0	6.45189
RNA5SP68	6.3388	9.46362	0	5.13767	0	9.38531	11.8385	0	10.6537
RNA5SP69	10.7453	0	0	5.2255	0	0	0	0	3.61195
RNA5SP72	30.0867	6.41693	0	31.353	9.64518	4.77287	36.1227	0	10.8359
RNA5SP73	0	0	0	0	0	0	0	0	3.91295
RNA5SP74	18.4542	44.7713	55.6803	44.8721	0	30.7391	90.4724	0	31.0164
RNA5SP75	31.713	33.8189	0	0	0	5.03087	0	0	0
RNA5SP77	58.6691	53.1803	50.5763	76.4229	28.2122	27.9213	11.7399	0	17.6083
RNA5SP78	2.13084	0	0	0	0	0	0	0	0
RNA5SP79	9.22712	0	0	0	0	0	0	0	3.87705
RNA5SP82	13.6652	12.241	21.9897	39.8728	0	12.1397	15.3129	0	13.7804
RNA5SP84	2.3499	0	0	0	0	0	0	0	0
RNA5SP86	12.8285	0	20.6434	24.9544	11.5152	0	14.3753	0	8.62446
RNA5SP87	4.26168	0	0	5.18121	0	0	0	0	3.58135
RNA5SP88	6.92034	0	0	5.60902	0	5.12318	0	0	0
RNA5SP91	0	0	0	0	0	0	11.8385	0	0
RNA5SP95	1.83532	0	0	0	0	0	0	0	0
RNA5SP97	2.99332	0	0	0	0	0	0	0	0
RNA5SP98	1.83532	0	0	0	0	0	0	0	0
RNA5SP99	4.41121	3.2929	0	0	0	9.79695	0	0	3.70701
RNASE10	0.0301197	0	0	0	0	0.0668934	0	0	0
RNASE11-AS1	0.0128429	0.0383482	0	0	0	0.0285231	0	0	0
RNASE4	0.0786632	0.0469766	0	0.0765089	0.0706098	0.0698819	0.264445	0	0.0793265
RNASEH1	4.85336	3.492	4.23429	6.39819	3.93658	4.02586	1.3105	36.0835	4.02943
RNASEH1-DT	0.430546	0.409049	0.629841	0.475858	0.175667	0.608497	0.4386	0	0.328922
RNASEH1P2	0.318277	0	0	0	0	0	0	0	0
RNASEH2A	3.06416	2.07457	2.29338	2.77232	3.1982	2.84871	3.19407	0	3.11395
RNASEH2B	0.244022	0.278981	0.247632	0.240546	0.295999	0.219711	0.209395	0	0.31037
RNASEH2B-AS1	0.0569182	0.0309008	0	0.0503268	0.0928929	0	0	0	0.0173934
RNASEH2C	2.58302	2.14855	2.37517	1.25614	1.82174	2.62249	2.48098	0	1.6125
RNASEK	8.96281	12.6643	10.302	8.5617	10.0565	9.24194	14.3479	0	8.87699
RNASEK-C17orf49	3.86586	3.887	2.53913	4.2204	4.24908	3.85484	2.65224	48.685	3.31502
RNASEL	0.0818806	0.171143	0	0	0.0734979	0.10911	0	0	0.0825711
RNASET2	0.31355	0.170226	0	0.41586	0	0.316532	0	0	0.0958165
RND1	0.144075	0.129059	0	0.280258	0	0	0.161447	0	0.0968597
RND2	0.0738332	0	0	0.0897641	0	0.0819889	0	0	0.0620465
RND3	3.35171	1.73868	1.6569	2.12379	1.96003	1.65595	1.31296	2.19099	1.16366
RNF10	0.68531	0.667645	0.700923	0.720204	0.625575	0.606228	0.748419	3.58385	0.693041
RNF103	1.87641	2.24114	1.20779	1.27752	1.68431	1.33356	2.5232	0	1.76608
RNF103-CHMP3	0.149564	0.180762	0.15281	0.190494	0.175807	0.205629	0.192871	0	0.263346
RNF11	0.710184	0.504896	0.816295	0.953873	0.941037	0.736056	0.644232	4.17375	0.943529
RNF111	0.22672	0.215701	0.295085	0.240508	0.234434	0.291256	0.261529	0.68581	0.345563
RNF112	0.0408711	0	0	0	0	0.0907715	0	0	0
RNF113A	1.99713	2.08716	0	2.42805	4.48168	4.43547	5.59485	0	2.01397
RNF113B	0	0	0	0.411706	0	0	0	0	0
RNF114	1.47568	1.58284	1.7291	2.05536	1.09312	1.40004	1.60545	0	1.58926
RNF115	0.590038	0.52414	0.712108	0.674309	0.662039	0.694527	0.512417	0	0.847895
RNF121	0.938588	0.585692	0.737478	0.659702	0.724021	0.81427	0.698435	0	0.930481
RNF122	0.194662	0.11625	0.313247	0.189332	0.174733	0.230576	0.218134	0	0.218115
RNF123	1.13176	1.24379	1.51767	1.20396	1.37569	0.925125	1.45317	0	0.911456
RNF125	0.0451173	0	0	0	0	0.200404	0	0	0
RNF126	2.08092	1.40998	1.28791	2.02393	1.50867	1.31537	1.43497	0	1.07614
RNF126P1	0.190484	0	0	0	0	0	0	0	0
RNF128	0.0389741	0.0763705	0	0.088844	0.0765275	0.054099	0.0272959	0	0.0736927
RNF13	0.496582	0.570487	0.474036	0.577124	0.551513	0.639291	0.396123	0	0.687497
RNF130	0.202035	0.270997	0.279392	0.211086	0.290445	0.28044	0.194559	0	0.283855
RNF135	0.216603	0.210901	0.378863	0.274789	0.253602	0.209156	0.211062	0	0.411535
RNF138	0.703688	0.884702	0.595979	0.990604	0.554076	1.01447	0.830039	0	0.850717
RNF138P1	0.460511	0	0	0	0	0	0	0	1.54798
RNF139	0.805249	0.710397	0.294498	1.1125	0.739237	0.731616	0.410156	0	0.553663
RNF139-DT	0.207835	0.279262	0.501666	0.202143	0.466394	0.230793	0.232895	0	0.314382
RNF14	0.361839	0.317082	0.189869	0.22952	0.388342	0.436748	0.308509	0	0.264413
RNF141	0.314745	0.533405	0.342217	0.620525	0.229072	0.377851	0.28597	0	0.243054
RNF144A	0.0483296	0.0547379	0.0536351	0.0283657	0.0149592	0.0185063	0.00933743	0	0.0252089
RNF144B	0.0123374	0.0230241	0.0496326	0.0299988	0	0.00685009	0.0172812	0	0.00518392
RNF145	1.96776	1.4689	1.61398	1.59102	1.41476	1.66536	1.31124	5.89454	2.23962
RNF146	0.495004	0.739025	0.46311	0.755761	0.464993	0.920398	0.193497	0	0.696528
RNF148	0	0	0	0	0	0	0	0	0.503693
RNF149	1.46682	1.24564	1.02861	1.01436	0.936152	0.896614	0.414692	0	1.00648
RNF14P1	0.401339	0.299593	0	0	0	0.445671	0	0	0.674539
RNF14P3	0	0.269483	0	0	0	0	0	0	0.303373
RNF150	0.337558	0.384884	0.43547	0.380955	0.361171	0.453927	0.578563	0.439456	0.520661
RNF151	0.583927	0.174357	0	0.567936	0	0	0	0	0.196284
RNF152	0.020423	0.026135	0	0.0141883	0.0261887	0.0259188	0.0163468	0	0.00490362
RNF157	0.0337606	0.038772	0.0835799	0.0378878	0.0116555	0.0519091	0.0873033	0	0.0567422
RNF157-AS1	0.0465082	0	0	0	0	0	0	0	0
RNF165	0.447152	0.439492	0.359773	0.448497	0.56025	0.438614	0.57414	1.14971	0.266169
RNF166	0.761167	0.303039	1.429	0.431855	0.227747	0.450798	0.995105	0	0.383793
RNF167	4.38752	3.67112	6.5948	5.51007	3.24589	4.28323	6.75352	0	3.72762
RNF168	1.35113	1.71676	1.32997	1.48538	1.38698	1.67595	1.28855	4.43489	1.98097
RNF169	0.67183	0.50151	0.778387	0.705706	0.687476	0.638611	0.361362	1.6583	0.587162
RNF17	0.0043444	0.00324303	0.0174773	0	0	0.0144729	0	0	0
RNF170	0.184893	0.228719	0.212519	0.218365	0.118546	0.211183	0.118393	0	0.20421
RNF175	0.00504239	0.0150563	0	0	0	0.0111988	0	0	0.00847486
RNF180	0.00364357	0.00725297	0.0195438	0.00885947	0.00545091	0	0.00680483	0	0.00408255
RNF181	2.91487	2.83813	1.01968	4.31419	4.55035	1.97025	4.26044	0	2.76904
RNF182	2.25096	3.31987	4.5003	3.42772	3.95939	5.19109	4.17848	5.61225	5.0061
RNF183	0	0	0	0	0	0	0.224186	0	0.06725
RNF185	0.397252	0.400732	0.259155	0.221903	0.409588	0.42921	0.360934	0	0.42406
RNF187	1.8881	1.67933	2.58578	2.14897	2.25373	1.829	2.02573	0	1.14782
RNF19A	0.87668	0.95793	0.971158	0.980882	1.14048	1.07228	1.26358	1.96009	1.20652
RNF19B	0.780068	0.688182	0.499255	0.517299	0.477413	0.354369	0.39733	0	0.446958
RNF2	0.392061	0.447222	0.106331	0.407032	0.276793	0.518529	0.222136	0	0.422021
RNF20	0.895195	0.865541	0.891756	0.725566	0.918339	0.719524	1.00314	0	0.802439
RNF207	1.6842	1.28095	0.894872	1.50673	1.14097	1.62323	2.04752	0	1.01477
RNF207-AS1	0.267204	0	0	0	1.19924	0	0	0	0
RNF208	0.378293	0.941299	2.02914	0.613223	0.565941	0	3.53256	0	1.05968
RNF212	1.43395	1.49859	1.62245	1.41647	1.46815	1.6023	1.85792	2.76522	1.84521
RNF212B	0.00855603	0.0127739	0	0	0.0128001	0.0190023	0	0	0
RNF213	1.41493	1.56703	1.87999	1.51507	1.68955	1.41678	2.08843	1.14434	1.58644
RNF213-AS1	0.440626	0.497826	0.511025	0.279915	0.338505	0.537787	0.444825	0	0.500385
RNF214	0.243588	0.286739	0.18845	0.284756	0.273312	0.22888	0.262461	0	0.196829
RNF215	0.176767	0.306703	0.307513	0.151016	0.278744	0.159156	0.267677	0	0.329214
RNF216	0.884173	0.884684	0.890814	0.894844	0.930828	0.751532	0.83876	0	0.707642
RNF216-IT1	2.23833	0	0	0	0	0	0	0	0
RNF216P1	1.54693	1.18597	1.34556	0.91494	2.25172	1.29996	2.10826	0	0.913499
RNF217	0.558122	0.5507	0.403998	0.582283	0.407374	0.626207	0.5302	0	0.652414
RNF217-AS1	0.012622	0.0153109	0.0253887	0.00959086	0.0354055	0.0157682	0.0176799	0	0.0251916
RNF220	0.685545	0.657962	0.697686	0.674709	0.773779	0.570953	0.817362	0.629522	0.540098
RNF222	0	0	0	0	0	0	0.197696	0	0
RNF223	0.67753	0.112392	0	0.183049	0	0	0	0	0
RNF224	0.11755	0	0	0.285827	0	0	0	0	0.197568
RNF225	1.05943	1.5817	1.42068	1.28803	2.37743	0.784306	0	0	0.296769
RNF227	1.53368	1.01766	0.685547	1.45025	0.382408	0.946164	1.43218	0	1.71846
RNF24	0.646761	0.693355	0.733571	0.685857	0.677731	0.771989	0.925886	0	0.6752
RNF25	0.929992	0.879351	1.2471	0.452262	0.695652	1.23926	0.521064	0	0.989937
RNF26	3.07184	2.83262	0.726932	3.73464	3.24394	4.01312	1.01242	0	2.1259
RNF31	0.270655	0	0	0	0	0	0	0	0.454896
RNF32	0.0204699	0	0	0.0331823	0.0612475	0.015154	0	0	0.0229362
RNF32-AS1	0.37264	0.695425	0.749556	0.339783	0.418113	0.827605	0.521965	0	0.704592
RNF32-DT	0.011986	0.00447367	0.00803649	0.0170009	0.00896574	0.00665498	0.0111927	0	0.0100725
RNF34	0.666859	0.72519	0.662405	0.560516	0.702048	0.69481	0.78417	0	0.664181
RNF38	0.55061	0.628328	0.68259	0.594585	0.559939	0.834944	0.652418	0	0.763263
RNF39	0	0.067226	0	0.109488	0	0	0	0	0
RNF4	0.995633	0.805464	0.749775	0.846725	0.726408	0.914988	0.934316	0	0.799596
RNF40	3.33226	2.29415	3.19509	2.93874	2.16972	2.33908	2.70864	0	1.88621
RNF41	0.572754	0.722087	0.819256	0.588017	0.514117	0.537084	0.784441	0	0.598976
RNF43	0	0	0	0.32555	0	0	0	0	0
RNF44	2.26682	2.82024	3.93381	2.26959	3.69047	1.92493	3.86002	0	2.0917
RNF5	2.26813	3.38625	6.95206	1.83835	1.93898	3.59811	1.2103	0	2.5414
RNF6	0.284137	0.26995	0.0890702	0.215342	0.414038	0.204885	0.144726	0	0.198464
RNF7	4.04182	3.64865	2.26884	4.11398	3.37491	3.96639	3.68654	0	3.00164
RNF8	0.422618	0.315477	0.20002	0.302238	0.529976	0.193241	0.452683	0	0.355151
RNFT1	0.442715	0.556597	0.374951	0.793194	0.418306	0.67274	0.652759	0	0.587432
RNFT1-DT	0.010378	0.0154941	0	0	0	0	0	0	0
RNFT1P3	0.0225122	0	0	0	0	0	0	0	0
RNFT2	0.190393	0.133957	0.105647	0.196886	0.186616	0.15553	0.294276	0	0.132413
RNGTT	0.384769	0.391813	0.457791	0.363164	0.446883	0.492822	0.354654	0	0.457822
RNH1	1.69081	1.37957	1.42368	1.72099	1.5883	1.26627	0.881247	0	1.12349
RNLS	0.0955035	0.109959	0.104191	0.100366	0.101709	0.140206	0.0589512	0.998877	0.121066
RNMT	1.38618	1.37623	1.61719	1.34822	1.33758	1.49312	1.16499	4.27695	1.31633
RNPC3	0.800405	1.00224	1.10795	0.962643	1.08155	1.08952	0.867983	0	1.44651
RNPC3-DT	0.0803451	0.130234	0.0738798	0.100472	0.144239	0.0815727	0.102895	0	0.123463
RNPEP	0.945699	0.777337	0.683954	1.11099	0.476899	0.849569	0.89303	6.55703	0.821516
RNPEPL1	0.823649	0.482228	1.03953	0.353423	0.362414	0.50215	1.26681	0	0.29858
RNPS1	4.88662	5.47782	4.76573	5.72096	3.61836	4.75039	3.59525	0	5.00526
RNPS1P1	0.273899	0	0	0	0	0.608307	1.53462	0	0
RNU1-1	1.53316	0	0	0	0	3.40504	0	0	0
RNU1-100P	0	0	0	0	0	0	0	0	2.5612
RNU1-103P	12.0691	9.00936	0	0	0	22.337	0	0	6.76158
RNU1-104P	12.9311	0	0	6.98723	0	3.19101	0	0	7.24455
RNU1-108P	3.12346	2.33162	0	7.59482	0	3.46849	8.75021	0	0
RNU1-109P	3.42094	15.322	0	20.7953	0	0	9.58356	0	5.74964
RNU1-112P	32.1964	20.6007	37.007	37.2794	20.643	17.0252	42.9507	0	18.0378
RNU1-115P	1.57149	0	0	3.82114	0	0	0	0	2.64124
RNU1-117P	33.4191	45.1419	25.6082	88.9988	14.2846	24.7404	53.4981	0	2.67468
RNU1-119P	3.04774	0	0	7.4107	0	0	0	0	0
RNU1-11P	36.7959	52.6462	12.3357	33.5515	20.643	20.4302	0	0	15.4609
RNU1-123P	17.2864	2.34619	0	15.2846	21.1591	17.4508	8.8049	0	10.565
RNU1-124P	5.20218	15.5334	13.9521	0	7.78266	0	0	0	0
RNU1-130P	4.71448	4.69238	0	7.64229	7.05304	10.4705	0	0	2.64124
RNU1-131P	45.2902	11.6581	12.5655	30.3793	14.0185	6.93697	52.5013	0	13.1242
RNU1-132P	167.115	169.383	37.007	186.397	123.858	51.0756	68.7212	946.092	20.6146
RNU1-134P	27.4297	18.2007	12.2609	29.6428	34.1965	10.1532	51.2285	0	12.806
RNU1-136P	26.0638	9.15586	12.3357	11.1838	13.762	10.2151	8.59015	0	7.73046
RNU1-138P	6.13266	38.9124	24.6713	7.45589	41.2861	17.0252	17.1803	0	5.15364
RNU1-139P	3.04774	0	0	0	6.83931	3.3844	0	0	2.5612
RNU1-140P	1.52387	2.27509	0	3.70535	0	3.3844	0	0	0
RNU1-141P	1.59139	0	0	0	7.14232	3.53434	0	0	0
RNU1-146P	1.52387	2.27509	0	0	0	0	0	0	5.12241
RNU1-148P	128.824	57.9306	174.832	105.671	62.6937	120.648	130.443	0	88.6936
RNU1-14P	3.30841	7.40902	0	8.04451	7.42425	0	9.26832	0	5.56051
RNU1-150P	4.65628	0	0	0	0	3.44708	8.6962	0	2.60863
RNU1-151P	0	0	0	0	0	4.46741	0	0	0
RNU1-16P	1.53316	2.28896	0	0	0	0	0	0	2.57682
RNU1-17P	4.96261	7.40902	0	0	7.42425	3.67386	0	0	0
RNU1-18P	9.19898	6.86689	12.3357	3.72794	0	3.40504	8.59015	0	2.57682
RNU1-19P	21.3342	29.5762	12.2609	22.2321	13.6786	23.6908	34.1523	0	10.2448
RNU1-2	1.53316	11.4448	0	0	6.88101	0	0	0	2.57682
RNU1-20P	7.76046	2.31722	0	0	0	0	0	0	0
RNU1-21P	1.54257	0	0	0	0	10.2778	8.64285	0	10.3705
RNU1-22P	35.0105	9.50355	12.8041	58.0427	7.14232	7.06869	44.5818	0	13.3734
RNU1-23P	0	0	0	4.24572	0	0	0	0	2.93471
RNU1-24P	1.52387	0	0	0	0	0	0	0	0
RNU1-29P	17.9599	2.97929	0	14.5567	26.8687	22.1598	44.7233	0	10.0619
RNU1-3	4.59949	0	0	3.72794	0	0	0	0	0
RNU1-30P	10.798	6.90902	12.4114	11.2524	6.92323	0	8.64285	0	0
RNU1-33P	1.55209	0	0	0	0	0	0	0	0
RNU1-34P	4.80457	2.39102	0	3.89416	0	0	8.97315	0	2.69171
RNU1-35P	95.3167	41.71	52.8902	83.9153	81.133	58.3975	55.2464	0	30.3829
RNU1-36P	3.04774	0	0	0	0	0	8.53809	0	0
RNU1-38P	8.73052	2.60688	14.049	4.24572	0	7.75592	0	0	2.93471
RNU1-4	1.53316	0	0	3.72794	0	0	8.59015	0	0
RNU1-42P	3.14299	0	0	7.64229	0	10.4705	0	0	2.64124
RNU1-43P	1.52387	0	0	0	0	0	0	0	0
RNU1-44P	0	4.60601	0	3.75082	0	3.42593	17.2857	0	0
RNU1-45P	0	0	0	0	0	0	9.99138	0	0
RNU1-46P	0	0	0	3.72794	0	0	0	0	0
RNU1-47P	12.3406	9.21203	0	7.50163	0	3.42593	0	0	0
RNU1-51P	0	2.1329	0	0	0	0	0	0	0
RNU1-52P	0	0	0	3.72794	0	3.40504	0	0	2.57682
RNU1-55P	57.2899	33.2624	51.2165	50.3037	28.5693	77.7555	26.7491	0	29.4214
RNU1-56P	67.4592	32.0455	12.3357	22.3677	13.762	20.4302	60.131	0	23.1914
RNU1-57P	0	0	0	0	0	0	0	0	2.54578
RNU1-5P	0	0	0	0	0	0	93.9189	0	0
RNU1-61P	99.9095	39.7764	26.7954	52.6356	82.2076	33.2837	93.297	0	41.98
RNU1-63P	4.59949	0	0	0	6.88101	0	0	0	0
RNU1-64P	6.17028	6.90902	0	3.75082	0	0	0	0	2.59263
