gene	Centro_apex_R1	Centro_apex_R2	Centro_apex_R3	NT_apex_R1	NT_apex_R2	NT_apex_R3	No_apex_R1	No_apex_R2	No_apex_R3
AHI1	410	350	83	188	119	308	75	1	489
AHI1-DT	20	15	2	8	6	13	4	0	18
AHNAK	3968	2091	320	1045	781	915	616	8	1235
AHNAK2	389	224	42	121	87	125	131	3	279
AHR	340	234	53	161	108	185	43	1	222
AHRR	28	7	8	16	3	9	8	0	16
AHSA1	198	108	25	85	47	63	23	0	89
AHSA2P	134	133	21	56	49	68	32	0	120
AHSG	0	0	0	0	0	0	1	0	0
AICDA	1	0	0	0	0	0	0	0	0
AIDA	63	43	8	27	10	24	7	0	35
AIDAP2	0	0	1	1	0	0	0	0	0
AIF1	1	0	0	0	0	0	0	0	0
AIF1L	23	22	3	13	4	10	5	0	14
AIFM1	101	70	13	40	14	36	12	0	49
AIFM1P1	0	0	0	1	0	0	0	0	0
AIFM2	89	64	10	30	29	33	15	0	46
AIFM3	2	0	0	2	0	1	0	0	1
AIG1	254	240	44	101	73	157	55	0	219
AIM2	2	5	0	5	1	3	2	0	3
AIMP1	130	85	25	69	27	72	14	0	80
AIMP2	179	130	20	75	43	43	25	0	69
AIP	61	27	1	22	9	17	4	0	22
AIPL1	13	1	1	2	3	1	2	0	2
AIRE	1	1	0	1	0	0	0	0	0
AIRN	0	1	0	0	0	0	0	0	0
AJAP1	12	6	1	8	4	3	2	0	3
AJM1	22	17	5	7	8	6	5	1	9
AJUBA	78	15	3	13	7	7	8	0	6
AJUBA-DT	8	3	0	2	1	5	0	0	4
AK1	23	17	2	14	2	14	6	0	16
AK2	438	232	47	176	98	162	52	0	207
AK3	278	181	41	123	70	140	72	0	245
AK3P3	1	1	0	0	0	0	0	0	0
AK4	161	71	11	69	31	59	19	0	43
AK4P1	0	0	0	0	0	0	0	0	1
AK4P3	4	3	0	2	0	1	0	0	4
AK5	40	24	3	11	12	25	7	0	29
AK6	105	82	16	46	23	66	13	0	71
AK7	9	12	1	3	0	3	1	0	3
AK8	9	9	0	6	2	4	0	0	0
AK9	13	14	4	8	1	11	4	0	3
AKAIN1	2	4	1	0	1	0	0	0	0
AKAP1	199	137	30	77	48	79	28	0	117
AKAP1-DT	2	3	0	0	0	0	1	0	0
AKAP10	230	156	32	102	72	156	34	0	258
AKAP11	262	196	35	116	74	152	52	0	185
AKAP12	322	215	50	80	79	153	32	0	184
AKAP13	1286	821	174	461	281	605	174	1	749
AKAP13-AS1	1	1	0	2	0	0	0	0	2
AKAP14	4	2	2	2	0	0	1	0	0
AKAP17A	65	37	6	26	6	18	9	0	26
AKAP3	3	5	0	0	0	4	2	0	3
AKAP4	1	0	0	0	0	0	0	0	0
AKAP5	9	5	1	1	2	4	1	0	6
AKAP6	36	28	5	15	8	13	11	0	29
AKAP7	64	36	11	14	11	29	9	1	29
AKAP8	148	74	14	40	22	50	27	1	54
AKAP8L	180	123	28	53	51	85	31	0	148
AKAP9	379	270	56	130	103	257	84	1	290
AKIP1	25	5	2	18	6	5	1	0	10
AKIRIN1	142	71	19	57	39	74	34	0	75
AKIRIN2	166	107	33	63	36	71	21	0	125
AKNA	78	32	10	19	11	17	3	0	31
AKNAD1	26	19	5	16	12	33	4	0	28
AKR1A1	94	62	13	36	24	41	17	0	48
AKR1B1	183	84	6	56	29	44	35	0	48
AKR1B10	1	0	0	1	0	0	0	0	0
AKR1B15	1	0	0	0	0	0	0	0	0
AKR1B1P2	1	0	0	0	0	0	0	0	0
AKR1B1P3	0	0	0	1	0	0	0	0	0
AKR1C1	17	13	3	11	9	10	3	0	15
AKR1C2	101	70	9	40	15	47	12	0	49
AKR1C3	74	64	11	49	30	49	37	0	62
AKR1C4	1	0	0	0	1	0	2	0	0
AKR1C5P	1	1	0	1	1	0	1	0	2
AKR1C7P	2	3	0	2	1	1	1	0	5
AKR1C8	2	2	0	1	0	0	0	0	1
AKR1D1	3	0	0	0	0	2	1	0	1
AKR1E2	3	5	0	1	1	2	2	0	2
AKR7A2	43	33	6	23	8	20	9	0	25
AKR7A3	2	2	0	1	1	1	2	0	0
AKR7L	4	3	0	3	1	0	4	0	3
AKT1	122	114	16	58	25	48	31	0	64
AKT1S1	192	102	21	93	45	65	31	1	91
AKT2	357	251	33	151	73	113	82	1	201
AKT3	50	43	7	25	14	33	11	0	34
AKTIP	5	7	1	7	2	2	2	0	5
ALAD	44	33	1	17	8	17	8	0	31
ALAS1	116	64	13	57	21	47	21	1	43
ALAS2	0	0	0	0	0	0	0	0	1
ALB	0	0	0	1	0	0	0	0	0
ALCAM	622	196	28	164	68	158	48	0	149
ALDH16A1	66	28	4	25	5	21	3	0	24
ALDH18A1	200	87	18	69	30	72	27	0	89
ALDH1A1	7	0	0	0	2	2	2	0	3
ALDH1A2	44	17	5	11	7	18	4	0	17
ALDH1A2-AS1	0	0	0	1	0	0	0	0	0
ALDH1A3	30	13	3	7	4	11	4	0	7
ALDH1A3-AS1	6	8	2	1	6	1	2	0	3
ALDH1B1	105	71	12	79	23	54	19	0	61
ALDH1L1	6	3	0	3	0	0	2	0	3
ALDH1L1-AS1	1	0	0	0	0	0	0	0	0
ALDH1L1-AS2	3	1	0	0	0	0	1	0	0
ALDH1L2	41	34	6	18	15	23	8	0	22
ALDH2	62	27	7	18	10	22	7	0	19
ALDH3A1	95	53	23	50	21	47	29	0	63
ALDH3A2	308	258	38	149	105	135	67	1	211
ALDH3B1	124	85	22	43	23	50	43	0	66
ALDH3B2	0	1	0	0	0	0	0	0	0
ALDH4A1	17	14	2	5	0	9	7	0	8
ALDH5A1	13	21	1	6	0	4	4	0	20
ALDH6A1	14	15	2	9	8	10	6	0	19
ALDH7A1	152	97	14	62	31	65	33	0	86
ALDH7A1P1	1	1	1	0	1	2	0	0	0
ALDH7A1P2	1	0	0	0	0	0	0	0	0
ALDH8A1	6	4	0	3	3	3	1	0	7
ALDH9A1	103	68	9	36	16	39	16	0	70
ALDOA	758	403	83	290	129	263	133	2	314
ALDOAP1	1	1	0	1	1	0	0	0	0
ALDOAP2	0	0	0	1	0	0	0	0	0
ALDOB	0	1	0	0	1	0	0	0	0
ALDOC	17	14	1	1	6	2	3	0	7
ALG1	65	45	12	25	16	30	14	0	23
ALG10	26	23	2	14	6	16	11	0	21
ALG10B	45	53	7	25	15	45	7	0	51
ALG11	70	58	8	29	16	31	13	0	39
ALG12	47	25	7	22	12	29	15	0	31
ALG13	278	306	51	164	97	229	57	0	405
ALG14	96	39	15	21	22	36	13	0	56
ALG1L2	2	2	0	0	1	1	0	0	0
ALG1L9P	22	18	4	12	3	20	7	0	18
ALG2	48	30	6	20	16	16	7	0	26
ALG3	122	63	12	42	27	54	21	0	54
ALG3P1	0	0	0	1	0	0	0	0	0
ALG5	106	52	8	32	29	32	9	0	60
ALG6	76	58	18	35	23	62	19	0	62
ALG8	250	161	36	102	53	148	37	0	166
ALG9	8	22	3	12	9	18	4	0	26
ALG9-IT1	1	0	0	0	0	0	0	0	0
ALK	25	13	1	13	4	7	3	0	8
ALKAL1	2	2	0	0	0	0	0	0	0
ALKAL2	1	0	0	1	0	0	0	0	1
ALKBH1	72	40	16	35	14	43	9	0	39
ALKBH2	40	22	5	15	10	5	7	0	14
ALKBH3	46	36	3	20	15	23	5	0	29
ALKBH3-AS1	0	0	0	1	0	0	0	0	0
ALKBH4	13	7	3	13	2	9	0	0	7
ALKBH5	247	170	31	111	59	92	45	0	131
ALKBH6	7	5	2	5	4	3	3	0	2
ALKBH7	6	6	1	3	2	2	0	0	3
ALKBH8	45	23	11	22	17	24	4	0	30
ALLC	1	0	0	1	0	1	0	0	0
ALMS1	313	209	54	156	78	204	49	0	239
ALMS1-IT1	3	2	1	3	0	2	0	0	3
ALMS1P1	0	3	1	0	1	1	0	0	2
ALOX12	0	0	0	0	0	0	1	0	0
ALOX12-AS1	80	53	13	41	12	33	13	0	59
ALOX12B	0	1	0	1	0	1	0	0	0
ALOX12P1	3	1	1	0	1	0	0	0	1
ALOX12P2	5	1	1	0	1	3	0	0	2
ALOX15	1	0	0	0	0	0	0	0	0
ALOX15B	0	0	1	0	0	0	0	0	0
ALOX15P2	1	1	0	0	0	0	0	0	0
ALOX5	3	6	0	5	0	1	2	0	2
ALOX5AP	5	0	0	1	0	0	0	0	0
ALOXE3	3	0	0	0	0	0	0	0	0
ALOXE3P1	1	5	0	1	1	1	0	0	2
ALPI	1	3	1	1	0	1	3	0	6
ALPK1	79	52	15	46	20	41	14	0	86
ALPK2	22	6	1	5	4	7	5	0	7
ALPK3	11	8	1	4	2	3	2	0	12
ALPL	475	343	67	185	99	199	107	0	221
ALPP	0	0	0	2	0	0	0	0	1
ALS2	110	73	20	34	25	70	15	0	94
ALS2CL	33	14	1	7	3	4	0	0	9
ALX1	11	6	0	1	2	4	1	0	8
ALX3	1	0	0	2	0	0	1	0	1
ALX4	3	3	0	1	1	1	0	0	0
ALYREF	187	98	21	100	36	52	29	0	69
AMACR	5	7	1	2	3	3	3	0	3
AMBN	1	0	0	0	0	0	0	0	0
AMBP	2	0	0	1	0	2	0	0	1
AMBRA1	541	314	61	195	110	268	78	0	319
AMD1	272	153	32	123	58	118	41	0	137
AMD1P3	3	3	0	2	2	2	0	0	0
AMDHD1	2	3	1	0	1	1	1	0	2
AMDHD2	55	32	11	15	9	14	8	0	15
AMELY	4	1	0	0	0	0	0	0	0
AMER1	45	35	6	18	19	28	11	0	26
AMER3	1	0	0	1	0	0	0	0	0
AMFR	85	51	15	30	14	32	12	0	46
AMH	18	19	4	8	5	6	7	0	13
AMIGO1	7	6	1	3	1	2	0	0	7
AMIGO2	124	31	7	39	10	21	2	0	17
AMIGO3	6	8	0	4	1	5	3	0	3
AMMECR1	424	286	57	183	97	214	78	0	299
AMMECR1-IT1	0	0	0	0	0	1	0	0	0
AMMECR1L	105	57	10	40	21	40	13	0	56
AMMECR1LP1	9	9	2	7	1	5	2	0	6
AMN	6	2	1	1	2	1	0	0	2
AMN1	21	16	3	4	6	12	2	0	16
AMOT	19	16	5	4	4	19	4	0	17
AMOTL1	247	170	30	90	60	98	35	0	128
AMOTL2	433	159	32	118	72	94	32	1	102
AMPD1	2	0	0	0	0	0	0	0	0
AMPD2	156	72	7	46	22	28	15	0	51
AMPD3	46	18	2	17	5	9	3	0	15
AMPH	13	2	2	2	1	2	2	0	2
AMTN	5	1	0	1	1	0	1	0	2
AMY2A	0	3	0	1	1	0	0	0	1
AMY2B	12	7	2	10	5	11	3	0	19
AMZ1	7	6	2	4	0	2	1	0	5
AMZ2	45	35	3	20	11	24	11	0	38
AMZ2P1	4	6	1	4	1	5	2	0	5
AMZ2P3	0	0	0	0	0	0	0	0	1
ANAPC1	206	159	17	79	45	91	29	1	131
ANAPC10	10	3	0	2	2	3	0	0	3
ANAPC10P1	1	1	0	0	0	2	0	0	1
ANAPC11	40	31	7	19	7	13	8	0	23
ANAPC13	48	33	7	20	11	18	10	0	26
ANAPC15	41	29	4	22	7	13	3	0	9
ANAPC16	91	93	14	38	24	60	25	0	96
ANAPC1P1	3	1	0	1	1	0	0	0	0
ANAPC1P2	17	14	5	10	3	11	0	0	14
ANAPC1P3	0	0	0	0	0	0	0	0	1
ANAPC1P4	0	0	0	0	0	1	0	0	0
ANAPC1P5	0	0	0	0	0	0	0	0	1
ANAPC1P6	1	0	0	0	0	0	0	0	0
ANAPC2	156	104	25	63	27	37	31	0	62
ANAPC4	117	94	14	39	21	66	22	0	89
ANAPC5	221	187	31	92	74	150	49	0	192
ANAPC7	169	110	17	73	30	75	23	0	87
ANG	1	1	0	1	0	2	0	0	0
ANGEL1	22	31	4	15	5	12	5	0	10
ANGEL2	93	53	14	45	21	43	11	0	64
ANGPT1	65	56	17	30	18	63	16	0	61
ANGPT2	9	0	0	2	0	2	2	0	0
ANGPT4	3	0	0	0	0	0	0	0	1
ANGPTL2	1	0	0	1	1	1	0	0	1
ANGPTL3	1	0	0	0	0	0	0	0	0
ANGPTL4	8	2	0	2	1	1	1	0	1
ANGPTL5	1	0	1	1	1	1	0	0	0
ANGPTL6	3	1	0	0	0	1	0	0	0
ANGPTL7	0	0	0	1	0	0	0	0	0
ANGPTL8	0	0	0	1	0	0	0	0	0
ANK1	12	7	0	3	3	2	1	0	1
ANK2	22	23	1	7	3	5	3	0	14
ANK2-AS1	4	2	0	1	1	5	1	0	2
ANK3	78	110	21	45	44	85	38	0	121
ANKAR	52	35	3	23	18	27	3	0	45
ANKDD1A	11	8	2	2	6	5	2	0	23
ANKDD1B	7	9	3	1	3	2	1	0	9
ANKEF1	22	16	6	5	4	8	3	0	14
ANKFN1	22	16	2	7	4	12	5	0	16
ANKFY1	373	265	44	165	109	213	66	1	238
ANKH	898	527	108	330	202	384	143	0	432
ANKH-DT	1	0	0	0	0	0	2	0	0
ANKHD1	12	9	1	7	8	7	1	0	5
ANKHD1-DT	20	15	1	0	8	9	4	0	11
ANKHD1-EIF4EBP3	585	408	81	257	145	332	119	1	446
ANKIB1	462	325	71	196	115	301	73	2	327
ANKK1	1	0	0	0	1	0	0	0	0
ANKLE1	25	18	4	15	9	3	9	0	14
ANKLE2	617	310	44	204	116	150	80	1	235
ANKMY1	168	123	26	56	50	86	25	0	115
ANKMY2	67	51	14	27	29	36	18	1	53
ANKRA2	14	7	2	4	6	12	3	0	11
ANKRD1	6	0	0	2	2	0	0	0	0
ANKRD10	508	336	73	175	125	287	69	0	422
ANKRD10-IT1	20	14	4	7	8	15	5	0	20
ANKRD11	2306	1307	251	767	449	707	321	3	924
ANKRD11P1	1	1	1	0	0	0	0	0	0
ANKRD12	195	131	27	78	46	101	27	0	137
ANKRD13A	55	40	6	20	12	31	10	0	51
ANKRD13B	65	26	7	23	14	21	11	0	26
ANKRD13C	213	168	30	107	55	175	38	0	247
ANKRD13D	76	66	16	27	22	34	18	0	56
ANKRD16	26	22	6	7	9	11	6	0	16
ANKRD17	1294	852	180	542	320	784	246	2	994
ANKRD17-DT	16	12	1	9	2	8	1	0	10
ANKRD18A	195	119	22	70	38	41	22	2	101
ANKRD18B	129	67	10	57	27	50	19	0	75
ANKRD18CP	12	9	1	4	2	9	1	0	9
ANKRD18DP	0	0	0	1	0	1	1	0	0
ANKRD2	1	0	0	0	0	1	0	0	0
ANKRD20A1	1	0	0	0	0	0	0	0	1
ANKRD20A11P	1	1	1	0	1	0	2	0	2
ANKRD20A18P	1	0	0	0	0	1	0	0	1
ANKRD20A21P	0	2	0	2	0	1	1	0	2
ANKRD20A4P	0	1	0	0	0	0	0	0	0
ANKRD20A5P	3	2	0	0	0	0	0	0	1
ANKRD20A8P	1	1	0	0	0	0	0	0	0
ANKRD20A9P	7	3	0	4	2	6	3	0	4
ANKRD22	2	2	0	1	1	0	1	0	1
ANKRD23	32	13	3	7	6	9	3	0	15
ANKRD24	9	3	5	6	3	1	0	0	2
ANKRD26	134	117	25	63	35	89	28	1	114
ANKRD26P1	1	2	1	0	0	0	0	0	2
ANKRD26P3	5	0	1	0	1	1	0	0	4
ANKRD26P4	0	1	0	0	1	1	0	0	1
ANKRD27	169	107	30	75	49	94	37	1	81
ANKRD28	954	393	91	331	141	357	84	1	360
ANKRD29	37	43	10	19	19	40	13	0	54
ANKRD30A	2	1	0	0	0	1	0	0	0
ANKRD30B	11	6	1	2	1	9	2	0	9
ANKRD30BL	1504	1156	70	245	140	265	179	0	1084
ANKRD30BP1	2	0	0	0	1	0	1	0	0
ANKRD30BP2	3	1	0	3	2	0	1	0	0
ANKRD30BP3	1	0	0	0	0	0	0	0	0
ANKRD31	11	7	1	5	3	4	0	0	5
ANKRD33	1	0	0	0	0	0	0	0	0
ANKRD33B	216	89	15	68	28	53	33	0	94
ANKRD34A	8	8	0	1	1	4	4	0	2
ANKRD34B	0	0	0	1	1	0	0	0	0
ANKRD34C-AS1	34	5	0	2	3	5	2	0	2
ANKRD35	2	1	0	1	0	0	3	0	1
ANKRD36	201	151	24	87	51	113	37	0	152
ANKRD36B	43	25	3	16	5	21	12	0	17
ANKRD36BP1	0	0	0	0	0	0	0	0	1
ANKRD36BP2	1	7	2	4	6	4	1	0	5
ANKRD36C	78	74	15	28	31	68	29	0	107
ANKRD36P1	3	0	0	0	0	0	0	0	0
ANKRD37	18	12	0	6	5	3	2	0	10
ANKRD39	9	7	1	4	4	4	1	0	2
ANKRD40	123	64	10	39	10	53	19	0	54
ANKRD40CL	2	0	0	0	0	0	0	0	0
ANKRD42	53	34	7	23	8	13	9	0	32
ANKRD42-DT	48	37	10	18	7	32	4	0	29
ANKRD44	253	174	28	93	51	116	45	0	149
ANKRD44-IT1	3	0	1	0	2	0	0	0	0
ANKRD46	45	27	3	17	6	18	4	0	24
ANKRD49	15	10	2	5	10	10	3	0	13
ANKRD49P1	0	1	1	1	0	0	0	0	5
ANKRD49P2	1	0	0	0	1	0	0	0	1
ANKRD50	266	155	21	103	56	113	33	0	121
ANKRD52	215	121	26	91	34	69	38	0	109
ANKRD53	0	0	0	0	0	0	0	0	1
ANKRD54	32	22	5	15	9	15	4	0	24
ANKRD55	1	2	0	5	2	1	0	0	1
ANKRD6	5	4	0	2	3	1	1	0	2
ANKRD60	2	1	0	3	1	1	0	0	0
ANKRD61	1	0	0	0	0	0	0	0	0
ANKRD62	9	6	0	1	2	2	3	0	7
ANKRD62P1-PARP4P3	1	1	0	1	0	1	0	0	0
ANKRD63	0	2	2	0	0	0	1	0	0
ANKRD65	0	0	0	1	0	0	1	0	0
ANKRD65-AS1	0	0	0	0	0	0	0	0	1
ANKRD7	15	9	3	7	1	5	1	0	3
ANKRD9	31	32	4	9	7	9	6	0	14
ANKS1A	460	364	62	184	94	227	101	1	260
ANKS1B	229	166	27	120	58	136	62	3	288
ANKS3	84	63	18	38	34	45	16	0	55
ANKS4B	1	1	0	0	0	0	0	0	0
ANKS6	103	58	12	35	21	44	8	0	33
ANKUB1	40	25	7	23	7	28	4	0	22
ANKZF1	75	44	12	35	14	28	6	0	42
ANLN	721	389	80	301	151	330	89	0	482
ANO1	19	5	1	5	0	3	0	0	7
ANO10	322	292	50	138	93	196	83	0	225
ANO2	15	7	2	12	2	2	3	0	9
ANO3	17	6	2	8	3	10	5	0	14
ANO3-AS1	2	1	0	1	0	0	0	0	0
ANO4	341	244	49	132	73	171	51	1	183
ANO5	9	26	2	9	8	15	9	0	17
ANO6	622	386	74	233	138	284	100	1	359
ANO7	12	18	4	4	5	8	4	0	7
ANO7L1	0	1	1	3	0	2	0	0	1
ANO8	31	24	9	13	12	17	10	0	25
ANO9	9	2	1	1	0	2	2	0	3
ANOS1	134	154	31	62	45	140	67	0	187
ANOS2P	3	1	0	1	0	0	1	0	0
ANP32A	401	242	45	168	75	135	50	2	168
ANP32AP1	3	1	1	0	0	0	0	0	2
ANP32B	540	290	40	199	113	208	61	1	232
ANP32BP1	0	1	0	1	0	0	0	0	0
ANP32C	1	0	0	1	0	0	0	0	2
ANP32E	238	135	19	105	64	103	29	0	124
ANPEP	30	20	2	7	1	14	3	0	9
ANTKMT	14	9	1	4	2	4	4	0	3
ANTXR1	1838	1203	247	760	427	770	292	2	927
ANTXR2	80	17	3	17	8	12	3	0	5
ANTXRL	0	0	1	0	0	2	0	0	1
ANTXRLP1	0	2	0	1	0	0	0	0	0
ANXA1	549	257	33	210	76	155	59	1	182
ANXA10	20	8	0	6	4	3	3	0	9
ANXA11	219	143	22	74	42	85	52	0	126
ANXA13	2	0	0	2	0	2	0	0	0
ANXA2	1756	761	145	595	297	536	224	3	765
ANXA2P1	2	0	0	1	1	0	0	0	0
ANXA2P2	8	5	0	1	1	2	2	0	4
ANXA2R	13	10	1	5	3	1	1	0	1
ANXA2R-AS1	58	46	14	38	20	35	13	0	46
ANXA2R-OT1	160	99	17	62	28	55	25	0	81
ANXA3	346	100	21	89	39	92	18	0	60
ANXA4	80	67	6	43	29	49	25	1	46
ANXA5	635	341	60	201	106	208	61	0	276
ANXA6	134	117	25	56	40	83	37	0	90
ANXA7	163	97	24	56	30	75	22	0	93
ANXA8	6	2	0	0	0	0	0	0	0
ANXA8L1	1	1	0	1	0	1	0	0	0
ANXA9	2	1	0	1	0	0	0	0	0
AOAH	11	3	0	0	1	1	0	0	9
AOC1	8	4	1	4	1	1	1	0	1
AOC2	14	13	1	2	2	3	1	0	2
AOC3	2	2	0	0	0	0	0	0	4
AOC4P	1	0	0	0	0	0	0	0	1
AOPEP	1515	799	131	580	290	583	214	1	710
AOX1	11	2	0	5	3	3	2	0	9
AOX2P	6	2	0	2	0	3	0	0	3
AOX3P	3	1	2	1	1	1	1	0	1
AP1AR	121	85	13	55	25	72	12	0	87
AP1AR-DT	4	1	0	1	0	1	0	0	1
AP1B1	139	85	28	45	33	43	21	0	71
AP1B1P1	1	0	0	0	0	0	0	0	0
AP1G1	284	184	40	145	67	160	45	1	226
AP1G2	52	36	6	12	11	11	14	1	20
AP1G2-AS1	5	14	4	7	4	6	3	0	8
AP1M1	147	106	26	61	47	53	36	1	105
AP1M2	7	6	1	1	0	2	1	0	7
AP1S1	43	34	6	18	10	12	12	0	18
AP1S2	40	36	3	23	11	21	6	0	31
AP1S3	146	146	28	87	57	113	43	0	146
AP2A1	170	107	22	77	34	42	24	0	95
AP2A2	245	132	25	88	36	62	46	1	95
AP2B1	704	475	86	298	150	356	136	0	386
AP2B1P1	0	0	1	0	0	0	0	0	0
AP2M1	247	148	36	126	53	106	52	1	132
AP2S1	104	59	8	37	16	26	22	0	37
AP3B1	483	356	69	208	124	277	81	3	371
AP3B2	12	6	3	7	1	2	0	0	2
AP3D1	306	159	41	126	54	87	57	1	122
AP3M1	145	80	12	52	26	67	25	0	65
AP3M2	36	21	3	13	7	24	4	0	25
AP3S1	216	162	26	86	41	112	21	0	139
AP3S2	9	6	1	5	3	5	4	0	6
AP4B1	54	33	4	19	10	15	9	0	27
AP4B1-AS1	0	1	0	1	0	0	1	0	0
AP4E1	139	99	20	63	32	80	25	0	84
AP4M1	25	21	3	18	3	7	3	0	15
AP4S1	48	21	5	17	10	27	9	0	28
AP5B1	47	30	6	21	9	13	7	0	7
AP5M1	101	65	9	43	20	56	13	1	95
AP5S1	10	6	2	5	3	6	3	0	7
AP5Z1	102	48	12	34	18	31	6	2	26
APAF1	104	63	16	44	34	64	23	0	88
APBA1	16	11	1	5	3	7	4	0	5
APBA2	12	2	1	6	0	6	1	0	6
APBA3	19	16	3	12	2	11	6	0	16
APBB1	17	12	3	8	6	6	2	0	15
APBB1IP	10	4	0	1	0	0	0	0	7
APBB2	419	293	47	176	104	182	60	2	210
APBB3	22	19	2	5	7	12	3	0	14
APC	251	180	39	106	70	141	45	1	165
APC2	16	8	1	3	0	6	2	0	6
APCDD1	2	1	0	1	0	0	1	0	0
APCDD1L	15	6	2	5	2	3	1	0	3
APCDD1L-DT	137	64	12	39	20	24	23	0	36
APEH	134	91	15	57	22	48	14	0	46
APELA	2	1	0	1	0	0	0	0	0
APEX1	178	99	12	96	37	82	37	0	83
APEX2	69	49	12	32	21	27	8	0	46
APH1A	76	57	15	36	19	27	22	0	38
APH1B	11	15	5	4	3	12	5	0	13
API5	209	100	21	76	50	73	26	0	109
API5P1	1	0	0	0	0	0	0	0	0
APIP	97	42	13	33	22	35	26	1	44
APLF	26	14	2	5	3	13	5	0	7
APLN	7	4	0	2	1	1	3	0	1
APLP1	13	13	4	4	7	9	5	0	6
APLP2	390	310	61	158	108	202	76	0	283
APMAP	105	76	13	32	16	46	13	0	60
APOA1	1	1	0	0	0	0	0	0	0
APOA1-AS	0	1	0	1	1	0	1	0	0
APOA4	0	0	0	0	0	0	1	0	0
APOB	6	5	2	0	0	1	0	0	0
APOBEC1	1	0	0	0	0	0	0	0	0
APOBEC3A	5	3	0	1	0	2	0	0	2
APOBEC3B	2	0	0	2	0	0	1	0	1
APOBEC3C	2	1	0	2	0	1	0	0	1
APOBEC3G	1	1	0	0	0	0	0	0	0
APOBEC3H	0	0	0	0	1	0	0	0	1
APOBR	1	0	0	0	0	0	0	0	0
APOC1	2	2	1	1	0	0	0	0	0
APOC3	0	0	1	0	0	0	0	0	0
APOE	5	4	1	1	0	0	0	0	0
APOH	9	12	1	4	0	4	3	0	2
APOL1	10	3	0	0	0	1	0	0	0
APOL2	71	28	5	23	17	18	9	0	25
APOL3	5	2	0	2	0	1	1	0	0
APOL4	0	1	0	0	0	0	0	0	0
APOL5	1	0	0	1	0	0	0	0	0
APOL6	17	13	3	8	3	7	0	0	7
APOLD1	70	78	15	42	27	47	32	0	107
APOM	4	4	0	2	0	4	1	0	6
APOO	73	65	17	29	22	37	29	0	93
APOOL	132	104	20	78	40	87	26	1	105
APOOP4	0	0	0	0	0	1	0	0	0
APOOP5	1	0	0	2	0	0	0	0	0
APP	1232	784	156	477	301	571	190	1	706
APP-DT	4	1	1	2	0	0	0	0	1
APPBP2	143	127	31	46	45	96	45	0	147
APPBP2-DT	4	4	1	3	0	2	0	0	4
APPL1	162	104	24	74	30	70	29	0	100
APPL2	66	63	6	34	24	32	11	0	55
APRG1	86	67	8	35	18	39	20	0	57
APRT	45	30	6	22	11	10	10	0	23
APTR	38	39	5	14	12	13	8	0	27
APTX	290	241	49	127	85	166	60	1	245
AQP1	8	2	1	4	1	1	1	0	2
AQP11	0	2	0	2	0	0	1	0	2
AQP12B	0	1	0	0	0	0	0	0	0
AQP2	1	0	0	0	0	0	0	0	0
AQP3	188	151	28	95	46	75	44	0	163
AQP4	1	0	0	1	0	0	0	0	0
AQP4-AS1	40	23	1	18	8	6	7	0	7
AQP5	0	1	0	0	0	0	0	0	0
AQP5-AS1	0	0	0	0	0	0	1	0	0
AQP6	2	1	1	0	0	2	0	0	2
AQP7B	1	0	0	0	0	0	0	0	0
AQP8	0	1	0	0	0	0	0	0	0
AQP9	1	2	0	0	0	0	0	0	1
AQR	460	263	57	184	102	260	77	0	263
AR	107	58	14	37	29	44	16	1	39
ARAF	86	55	18	41	14	40	17	1	48
ARAFP1	0	0	0	0	1	0	0	0	0
ARAP1	232	162	22	80	54	63	38	0	80
ARAP1-AS1	0	0	0	0	0	0	0	0	1
ARAP2	103	48	5	21	16	31	3	0	54
ARAP3	53	39	8	18	10	22	12	0	20
ARC	93	7	1	20	3	6	1	0	8
ARCN1	202	103	20	90	52	97	33	0	130
AREG	10	3	0	2	2	1	0	0	1
AREL1	187	112	31	79	39	75	29	0	95
ARF1	556	333	54	223	117	185	60	0	227
ARF1P2	2	0	0	0	0	0	0	0	2
ARF3	235	161	42	128	53	103	33	1	130
ARF4	397	240	40	190	83	178	52	0	226
ARF4-AS1	9	6	3	3	1	1	0	0	3
ARF4P1	0	0	0	0	0	0	0	0	1
ARF4P2	0	0	0	0	0	0	0	0	1
ARF5	61	33	8	19	9	23	10	0	29
ARF6	152	69	14	67	23	36	12	0	54
ARFGAP1	193	114	24	83	38	58	39	0	79
ARFGAP2	195	126	21	63	41	60	47	0	92
ARFGAP3	147	81	19	54	39	64	27	1	79
ARFGEF1	236	147	37	97	54	128	39	1	160
ARFGEF1-DT	1	0	0	1	0	0	0	0	0
ARFGEF2	434	287	68	159	86	213	55	1	262
ARFGEF3	32	18	0	19	6	15	2	0	6
ARFIP1	178	146	33	81	65	113	34	1	186
ARFIP2	94	64	11	33	17	31	10	0	39
ARFRP1	138	62	8	48	26	32	26	0	37
ARG1	7	2	1	2	1	3	1	0	0
ARG2	9	6	0	6	2	2	2	0	8
ARGFX	0	2	0	1	0	0	0	0	0
ARGLU1	373	289	61	158	90	245	67	1	359
ARHGAP1	119	65	10	45	21	37	24	0	47
ARHGAP10	372	250	34	146	91	175	42	0	207
ARHGAP11A	157	108	25	80	34	93	27	0	118
ARHGAP11A-DT	2	2	0	0	1	1	0	0	1
ARHGAP11A-SCG5	208	168	28	109	61	125	25	1	208
